,School Name,Coordinates,Address,School Type,latitude,longitude
0,Abdul-rahman Alobailan's mother mosque,"'24.8178692', '46.7210481'","RP9C+4GW, Qurtubah, Riyadh 13247",Mosque,24.8178692,46.7210481
1,Hamad Albabtain Mosque,"'24.8052186', '46.7420522'","RP4R+3WP, Shudaiq, Qurtubah, Riyadh 13245",Mosque,24.8052186,46.7420522
2,Masjid Khalid bin Al Waleed,"'24.8106042', '46.7398239'","Khalid Bin Al Waleed Mosque, Tayyibah, Qurtubah, Riyadh 13245",Mosque,24.8106042,46.7398239
3,Othman Bin Affan Mosque,"'24.7932918', '46.6990134'","Uthman Ibn Affan Branch Rd، الرياض - حي الوادي طريق عثمان بن عفان رضي الله عنه, Riyadh",Mosque,24.7932918,46.6990134
4,Othman Bin Affan Mosque,"'24.7933018', '46.6990133'","Uthman Ibn Affan Branch Rd، الرياض - حي الوادي طريق عثمان بن عفان رضي الله عنه, Riyadh",Mosque,24.7933018,46.6990133
5,Al Noor Mosque,"'24.845227', '46.7578105'","4252 Al Thoumamah Rd, Al Munsiyah, Riyadh 13421",Mosque,24.845227,46.7578105
6,جامع سليمان العيسى,"'24.8125051', '46.7594084'","3088, Al Munsiyah, 6560, Riyadh 13246",Mosque,24.8125051,46.7594084
7,Al Falah Grand Mosque,"'24.7901563', '46.7023285'","QPR3+329, Uthman Ibn Affan Rd, Al Falah, Riyadh 13314",Mosque,24.7901563,46.7023285
8,Al Falah Grand Mosque,"'24.7901563', '46.7023285'","QPR3+329, Uthman Ibn Affan Rd, Al Falah, Riyadh 13314",Mosque,24.7901563,46.7023285
9,Khalid bin Waleed Mosque,"'24.8038819', '46.7189628'","RP39+HM5, Qurtubah, Riyadh 13244",Mosque,24.8038819,46.7189628
10,Prince Sultan bin Fahd Mosque,"'24.8018432', '46.7340663'","RP2M+PPQ, Baijan, Qurtubah, Riyadh 13244",Mosque,24.8018432,46.7340663
11,Masjid Khalid bin Al Waleed,"'24.8106042', '46.7398239'","Khalid Bin Al Waleed Mosque, Tayyibah, Qurtubah, Riyadh 13245",Mosque,24.8106042,46.7398239
12,Masjid Khalid bin Al Waleed,"'24.8106142', '46.7398238'","Khalid Bin Al Waleed Mosque, Tayyibah, Qurtubah, Riyadh 13245",Mosque,24.8106142,46.7398238
13,Hamad Albabtain Mosque,"'24.8052186', '46.7420522'","RP4R+3WP, Shudaiq, Qurtubah, Riyadh 13245",Mosque,24.8052186,46.7420522
14,Arini Mosque,"'24.8130894', '46.734775'","RP7P+62M، الصويدرة, Qurtubah, Riyadh 13245",Mosque,24.8130894,46.734775
15,مسجد قرطبة,"'24.8118209', '46.7377987'","2622 7282, Riyadh 13245",Mosque,24.8118209,46.7377987
16,Masjid Khalid bin Al Waleed,"'24.8106042', '46.7398239'","Khalid Bin Al Waleed Mosque, Tayyibah, Qurtubah, Riyadh 13245",Mosque,24.8106042,46.7398239
17,Arini Mosque,"'24.8130894', '46.734775'","RP7P+62M، الصويدرة, Qurtubah, Riyadh 13245",Mosque,24.8130894,46.734775
18,مسجد قرطبة,"'24.8118209', '46.7377987'","2622 7282, Riyadh 13245",Mosque,24.8118209,46.7377987
19,Mamur Mosque,"'24.8106461', '46.743243'","7162 عشيره، 3172, Qurtubah, Riyadh 13245",Mosque,24.8106461,46.743243
20,Masjid Khalid bin Al Waleed,"'24.8106042', '46.7398239'","Khalid Bin Al Waleed Mosque, Tayyibah, Qurtubah, Riyadh 13245",Mosque,24.8106042,46.7398239
21,Mamur Mosque,"'24.8106461', '46.743243'","7162 عشيره، 3172, Qurtubah, Riyadh 13245",Mosque,24.8106461,46.743243
22,Dar righteous mosque,"'24.8138683', '46.7424976'","3100, Qurtubah, 7508, Riyadh 13245",Mosque,24.8138683,46.7424976
23,جامع محمد العصيمي,"'24.8101316', '46.7485093'","3724 As Samahah, Qurtubah, Riyadh 13245",Mosque,24.8101316,46.7485093
24,Sheikh Abdullah bin Abdulaziz Al Salam Mosque,"'24.8149972', '46.7464218'","7645 Wasil, Qurtubah, Riyadh 13245",Mosque,24.8149972,46.7464218
25,مسجد حمد الجنيدل,"'24.5561669', '46.5159604'","HG48+FF9, Tuwaiq, Riyadh 14929",Mosque,24.5561669,46.5159604
26,جامع حي السحاب,"'24.1442209', '47.3798282'","49VJ+M2Q, Firstal Safwa, Al-Kharj 16442",Mosque,24.1442209,47.3798282
27,مسجد سعد بن زيد -رضي الله عنه-,"'24.7953199', '46.7439639'","7267 Wadi Rukbah, 7267, Ghirnatah، 2403, Riyadh 13242",Mosque,24.7953199,46.7439639
28,Mamur Mosque,"'24.8106461', '46.743243'","7162 عشيره، 3172, Qurtubah, Riyadh 13245",Mosque,24.8106461,46.743243
29,Al Eman Mosque,"'24.7848182', '46.7520574'","QQM2+WWG, Al Hamra, Riyadh 13217",Mosque,24.7848182,46.7520574
30,Al Juaid Mosque,"'24.7676132', '46.7378424'","2775 6873 المروج, Al Hamra, Riyadh 13216",Mosque,24.7676132,46.7378424
31,مسجد قرطبة,"'24.8118209', '46.7377987'","2622 7282, Riyadh 13245",Mosque,24.8118209,46.7377987
32,Abdullah bin Ibrahim Al-Muammar Mosque,"'24.7863437', '46.7184849'","QPP9+GGJ, Al Janadil, Al Izdihar, Riyadh 12488",Mosque,24.7863437,46.7184849
33,King Abdullah Bin Abdul Aziz Mosque,"'24.7061836', '46.655496'","6218 Al Urubah Rd, حي الرحمانية، 2898، Riyadh 12342",Mosque,24.7061836,46.655496
34,Shaik Abdulrazaq Afifi Mosque,"'24.7638424', '46.6661319'","3601 Prince Abdulmuhsin Ibn Jalawi, Al Muruj, Riyadh 12284",Mosque,24.7638424,46.6661319
35,King Khalid Grand Mosque,"'24.7009662', '46.6522518'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009662,46.6522518
36,King Khalid Grand Mosque,"'24.7009762', '46.6522517'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009762,46.6522517
37,King Abdullah Bin Abdul Aziz Mosque,"'24.7061836', '46.655496'","6218 Al Urubah Rd, حي الرحمانية، 2898، Riyadh 12342",Mosque,24.7061836,46.655496
38,Al Ajlan Mosque,"'24.6990951', '46.6499696'","8719 سعد الثقفي، أم الحمام الغربي الرياض 12328 4073 Saad Ath Thaqafi, Umm Al Hamam Al Gharbi, Riyadh 12328",Mosque,24.6990951,46.6499696
39,Al Salem Mosque,"'24.7040796', '46.6702007'","PM3C+J5Q, Al Olaya, Riyadh 12333",Mosque,24.7040796,46.6702007
40,Al Salem Mosque,"'24.7040896', '46.6702006'","PM3C+J5Q, Al Olaya, Riyadh 12333",Mosque,24.7040896,46.6702006
41,جامع الأمير محمد بن عبدالعزيز,"'24.7035482', '46.6731324'","7717 Ibn Abanah Al Ashbili, Al Olaya, Riyadh 12333",Mosque,24.7035482,46.6731324
42,مسجد الصقر,"'24.7009018', '46.6707979'","3712 Az Zanbaq, Al Olaya, Riyadh 12333",Mosque,24.7009018,46.6707979
43,Ad-Dawish Mosque,"'24.7060015', '46.6718316'","PM4C+CR5, Al Qadi al Mariy, Al Olaya, Riyadh 12333",Mosque,24.7060015,46.6718316
44,جامع الأمير محمد بن عبدالعزيز,"'24.7035482', '46.6731324'","7717 Ibn Abanah Al Ashbili, Al Olaya, Riyadh 12333",Mosque,24.7035482,46.6731324
45,Ad-Dawish Mosque,"'24.7060015', '46.6718316'","PM4C+CR5, Al Qadi al Mariy, Al Olaya, Riyadh 12333",Mosque,24.7060015,46.6718316
46,Al Salem Mosque,"'24.7040796', '46.6702007'","PM3C+J5Q, Al Olaya, Riyadh 12333",Mosque,24.7040796,46.6702007
47,Ali Bin Abi Talib Mosque,"'24.7194141', '46.6764937'","6660 Jaw Al Wurud Riyadh 12251 2971 Jaw, 2971, Al Wurud, Riyadh 12251",Mosque,24.7194141,46.6764937
48,Ali Bin Abi Talib Mosque,"'24.7194141', '46.676212'","6660 Jaw Al Wurud Riyadh 12251 2971 Jaw, 2971, Al Wurud, Riyadh 12251",Mosque,24.7194141,46.676212
49,Al Maidani Mosque,"'24.7325367', '46.6860526'","PMMP+2J9, Ibn Shakir, Al Wurud, Riyadh 12254",Mosque,24.7325367,46.6860526
50,King Khalid Grand Mosque,"'24.7009662', '46.6519701'","PM23+92M، شارع أم الحمام، أم الحمام الغربي،, Riyadh 11564",Mosque,24.7009662,46.6519701
51,موقع مسجد الحديقة الشرقية | تحت الإنشاء,"'24.6568733', '46.776708'","3122 الشيخ عبدالرزاق عفيفي، حي الفاروق، REQA6626، 6626, Riyadh 12862",Mosque,24.6568733,46.776708
52,Al Rajhi Mosque,"'24.6772915', '46.7785966'","7084 Al Akheyar, Al Jazirah Riyadh 14251 2229 الأخيار الجزيرة الرياض 14251, Riyadh 14257",Mosque,24.6772915,46.7785966
53,Imam Turki Bin Abdullah Grand Mosque,"'24.6307011', '46.7101426'","Imam Turki Bin Abdullah, Ad Dirah, Riyadh 12634",Mosque,24.6307011,46.7101426
54,Rayyan Mosque,"'24.7881977', '46.7722153'","2647 الكرا، 7309, Ishbiliyah, Riyadh 13225",Mosque,24.7881977,46.7722153
55,جامع ابن القيم رحمه الله.,"'24.5843125', '46.7637809'","Al Raya, Al Aziziyah, Riyadh 14514",Mosque,24.5843125,46.7637809
56,Al Fursan Mosque,"'24.64212', '46.5461568'","تبالة, Dhahrat Laban, Riyadh 13782",Mosque,24.64212,46.5461568
57,جامع ألامير فيصل بن خالد بن عبدالعزيز آل سعود,"'24.9435427', '46.8407796'","WRVR+CG8, Ash Sharq, Riyadh 13635",Mosque,24.9435427,46.8407796
58,مسجد عمرو بن العاص,"'24.5541849', '46.7277321'","8887 Monia, 3239, Badr, Riyadh 14718",Mosque,24.5541849,46.7277321
59,مسجد منير بن فرج بن خريم,"'24.9207257', '46.8360756'","WRCP+7MR, Ash Sharq, Riyadh 13635",Mosque,24.9207257,46.8360756
60,مسجد حي الدانه,"'24.1647141', '47.2718032'",طريق الملك خالد،، الرياض 16273,Mosque,24.1647141,47.2718032
61,Al Eman Mosque,"'24.7732592', '46.7411934'","7498 الدوحة, Al Hamra, Riyadh 13216",Mosque,24.7732592,46.7411934
62,Neighborhood mosque prayer,"'24.8094371', '46.7740396'","RFYD3646, 3646 Qabis, 8032, Al Yarmuk, Riyadh 13243",Mosque,24.8094371,46.7740396
63,مسجد رياض الصالحين,"'24.8247806', '46.7367699'","3170 جبل العوينات، 7022, Qurtubah, Riyadh 13248",Mosque,24.8247806,46.7367699
64,Ghaith Mosque,"'24.780962', '46.7445101'","QPJV+9WM، البيان, Al Hamra, Riyadh 13216",Mosque,24.780962,46.7445101
65,Alrugaib Mosque,"'24.7277327', '46.7509099'","3867, King Abdullah Dt., Riyadh 12426",Mosque,24.7277327,46.7509099
66,Alrugaib Mosque,"'24.7277427', '46.7509098'","3867, King Abdullah Dt., Riyadh 12426",Mosque,24.7277427,46.7509098
67,جامع الدرويش,"'24.7316898', '46.7584854'","6515 Ibn Al Muwaffaq, Ar Rawdah, Riyadh 13213",Mosque,24.7316898,46.7584854
68,جامع الشيخ عبدالعزيز الخضير,"'24.7270253', '46.7464061'","King Abdullah Dt.، Arjawan, Riyadh",Mosque,24.7270253,46.7464061
69,جامع آل صباح,"'24.7258108', '46.7442808'","3245 رقم 6، 8322, King Abdullah Dt., Riyadh 12425",Mosque,24.7258108,46.7442808
70,Al-Ohaymer Mosque,"'24.6404948', '46.7284185'","7154 Ar Rihab, Thulaim، 3371, Riyadh 12646",Mosque,24.6404948,46.7284185
71,مصلى نساء,"'24.7731257', '46.565886'","QHF8+7F3 حي, Ar Rihab, الرياض 13715",Mosque,24.7731257,46.565886
72,Sheikh Ali Abdullah Alnasser Mosque,"'24.7731257', '46.565886'","QHF8+7F3, Ar Rihab, Diriyah 13715",Mosque,24.7731257,46.565886
73,Al Nasser Grand Mosque,"'24.7410167', '46.7956834'","PQRW+C94, Muhammad Ibn Ahmad Ibn Ismail, Al Andalus, Riyadh 13212",Mosque,24.7410167,46.7956834
74,مسجد اسواق المجد,"'24.6815023', '46.7762772'","4234 Khuwailid Ibn Murrah, Ar Rabwah, Riyadh 12839",Mosque,24.6815023,46.7762772
75,جامع الإمام المجدد الشيخ محمد بن عبدالوهاب رحمه الله,"'24.7369944', '46.6782625'","PMPH+QCV, شارع سعدون العواجي، حي, King Fahd, Riyadh 12272",Mosque,24.7369944,46.6782625
76,جامع اللحيدان,"'24.754038', '46.7728788'","King Faisal Dt., حي, Riyadh",Mosque,24.754038,46.7728788
77,Imam Sufyan Al-Thawri Mosque,"'24.7964495', '46.6712074'","3983 المجد, Ar Rabi, Riyadh 13316",Mosque,24.7964495,46.6712074
78,Imam Sufyan Al-Thawri Mosque,"'24.7964547', '46.6712074'","3983 المجد, Ar Rabi, Riyadh 13316",Mosque,24.7964547,46.6712074
79,Sheikh Ibn Jibreen Mosque,"'24.7944025', '46.6726122'","QMVF+Q56, Ar Rabi, Riyadh 13316",Mosque,24.7944025,46.6726122
80,"جامع راشد بن عبدالله المبارك "" رحمه الله ""","'24.7994116', '46.6702808'","7474, Ar Rabi, Riyadh 13316",Mosque,24.7994116,46.6702808
81,Sheikh Ali Bin Muhammad AlTurki Mosque,"'24.798717', '46.665509'","QMX8+F8M, Al Sahra Al Magharbiyah St, Ar Rabi, Riyadh 13316",Mosque,24.798717,46.665509
82,جامع الشيخ عبد الله بن علي الفاضل,"'24.7890073', '46.7301033'","QPQJ+J52، شارع ساير بن فرحان النومسي، حي الشهداء, Ghirnatah, Riyadh 13241",Mosque,24.7890073,46.7301033
83,Ad Dakheel Mosque,"'24.7950352', '46.7377035'","8090 Ushba، حي الشهداء، 3612, Riyadh 13241",Mosque,24.7950352,46.7377035
84,Ghirnatah Mosque,"'24.7936549', '46.735628'","QPVP+F97، شارع محمد غازي المطيري، حي الشهداء, Ghirnatah, Riyadh 13241",Mosque,24.7936549,46.735628
85,جامع الشيخ عبدالله بن زيد الغنيم,"'24.785127', '46.741023'","3911 Ali Al Marouzi، حي الشهداء، RFDA7007، 7007, Riyadh 13241",Mosque,24.785127,46.741023
86,جامع الشيخ عبدالله بن زيد الغنيم,"'24.7851322', '46.741023'","3911 Ali Al Marouzi، حي الشهداء، RFDA7007، 7007, Riyadh 13241",Mosque,24.7851322,46.741023
87,مسجد غرناطة الغربي,"'24.7836598', '46.7429488'","QPMV+F79, Ghirnatah, Riyadh 13241",Mosque,24.7836598,46.7429488
88,Cedi Masjid,"'24.7833893', '46.7336354'","6811 حمود عايض فهد الحربي, 3175, Ghirnatah, 3175, Riyadh 13241",Mosque,24.7833893,46.7336354
89,Ghirnatah Mosque,"'24.7936549', '46.735628'","QPVP+F97، شارع محمد غازي المطيري، حي الشهداء, Ghirnatah, Riyadh 13241",Mosque,24.7936549,46.735628
90,Ad Dakheel Mosque,"'24.7950352', '46.7377035'","8090 Ushba، حي الشهداء، 3612, Riyadh 13241",Mosque,24.7950352,46.7377035
91,Umm Mutlaq Mosque,"'24.7941078', '46.7330688'","QPVM+J8X، شارع عبد الرحمن بن عزاز، حي الشهداء, Ghirnatah, Riyadh 13241",Mosque,24.7941078,46.7330688
92,جامع الشيخ عبدالله بن راشد بن كليب رحمه الله - اليرموك,"'24.8052206', '46.7745002'","3563 Abi Jafar Al Mansur, 7516, Al Yarmuk, Riyadh 13243",Mosque,24.8052206,46.7745002
93,Ghirnatah Mosque,"'24.7936549', '46.735628'","QPVP+F97، شارع محمد غازي المطيري، حي الشهداء, Ghirnatah, Riyadh 13241",Mosque,24.7936549,46.735628
94,Ad Dakheel Mosque,"'24.7950352', '46.7377035'","8090 Ushba، حي الشهداء، 3612, Riyadh 13241",Mosque,24.7950352,46.7377035
95,Ghirnatah Mosque,"'24.7936549', '46.735628'","QPVP+F97، شارع محمد غازي المطيري، حي الشهداء, Ghirnatah, Riyadh 13241",Mosque,24.7936549,46.735628
96,Umm Mutlaq Mosque,"'24.7941078', '46.7330688'","QPVM+J8X، شارع عبد الرحمن بن عزاز، حي الشهداء, Ghirnatah, Riyadh 13241",Mosque,24.7941078,46.7330688
97,Sayd Al Shuhada Mosque,"'24.7912164', '46.7336975'","الظهرة, Ghirnatah, Riyadh 13241",Mosque,24.7912164,46.7336975
98,مسجد عمر بن الخطاب بحي الجنادرية,"'24.8077792', '46.8640203'","8194 الشارخية، 3891, Al Janadriyyah, Riyadh 13611",Mosque,24.8077792,46.8640203
99,جامع عثمان بن عفان بحي الجنادرية,"'24.8229163', '46.8798112'",7911 الشيخ خليفة بن حمد ال ثاني، الجنادرية، الرياض 13612 4392،,Mosque,24.8229163,46.8798112
100,Abi Baker As Siddiq Mosque,"'24.811041', '46.8579662'","3264 الدور, Al Janadriyyah, Riyadh 13611",Mosque,24.811041,46.8579662
101,Hamed Al Harbi Mosque of Allah's mercy,"'24.8022145', '46.8617656'","7581, 3674, Al Janadriyyah, Riyadh 13611",Mosque,24.8022145,46.8617656
102,The Mosque of Omar Ibn al-Khattab (may Allah be pleased with him),"'24.7998183', '46.8732856'","QVXF+WCG, Al Nadwa, Riyadh 14813",Mosque,24.7998183,46.8732856
103,Farouk Mosque,"'24.8184017', '46.8871301'","7989 Muhammad Al Shawi, Al Nadwa, Riyadh 14814",Mosque,24.8184017,46.8871301
104,Mohammed Badawi Mosque,"'24.7943556', '46.8684195'","Al Nadwa, 2725, Riyadh 14813",Mosque,24.7943556,46.8684195
105,mosque Nora Alhkir,"'24.8000062', '46.869919'","8036, Al Nadwa, Riyadh 14813",Mosque,24.8000062,46.869919
106,mosque Nora Alhkir,"'24.8000162', '46.8699189'","8036, Al Nadwa, Riyadh 14813",Mosque,24.8000162,46.8699189
107,Hamed Al Harbi Mosque of Allah's mercy,"'24.8022145', '46.8617656'","7581, 3674, Al Janadriyyah, Riyadh 13611",Mosque,24.8022145,46.8617656
108,Umm Yousef Alotair Mosque,"'24.8006045', '46.8665144'","522, Al Janadiriyah, Riyadh 13611",Mosque,24.8006045,46.8665144
109,Fahd Mosque Break,"'24.7930565', '46.8659941'","Al Nadwa, 7281, Riyadh 14813",Mosque,24.7930565,46.8659941
110,Al Sagheer Mosque – Ishbilia District,"'24.7903252', '46.8005139'","QRR2+48M, Shatran, Ishbiliyah, Riyadh 13226",Mosque,24.7903252,46.8005139
111,Mosque Uqba,"'24.7861813', '46.7925986'","2887, Ishbiliyah, 6528, Riyadh 13226",Mosque,24.7861813,46.7925986
112,Muhammad Al Harbi Mosque,"'24.8000536', '46.7995032'","RQ2X+2WF, Ishbiliyah, Riyadh 13226",Mosque,24.8000536,46.7995032
113,Sevilla Mosque,"'24.7903677', '46.8003631'","QRR2+47R, Ishbiliyah, Riyadh 13226",Mosque,24.7903677,46.8003631
114,Al Quds Mosque,"'24.7555414', '46.7630016'","QQ47+687, Balnasiyah, Jerusalem, Riyadh 13214",Mosque,24.7555414,46.7630016
115,Abdullah bin Omar Mosque,"'24.7573271', '46.7639705'","4593 Abi Al Thana Ibn Ghanaim, Jerusalem, Riyadh 13214",Mosque,24.7573271,46.7639705
116,مسجد خالد بن الوليد رضي الله عنه بحي القدس,"'24.759233', '46.762152'",8141، 4389 ابن ابي العيون، القدس، الرياض 13214 8141,Mosque,24.759233,46.762152
117,مسجد القدس,"'24.7549651', '46.7425343'","QP3V+X4P, Jerusalem, Riyadh 13214",Mosque,24.7549651,46.7425343
118,مسجد القدس,"'24.7549703', '46.7425343'","QP3V+X4P, Jerusalem, Riyadh 13214",Mosque,24.7549703,46.7425343
119,Othman bin Affan Mosque,"'24.7523911', '46.7438476'","QP2V+XM2, Eastern Ring Rd, Jerusalem, Riyadh 13214",Mosque,24.7523911,46.7438476
120,6400,"'24.7559385', '46.7446224'","QP4V+9XC, Jerusalem, Riyadh 13214",Mosque,24.7559385,46.7446224
121,Abu Yusuf Masjid,"'24.7636345', '46.7377905'","QP7Q+F64, Eastern Ring Branch Rd, Al Hamra, Riyadh 13216",Mosque,24.7636345,46.7377905
122,Abu Yusuf Masjid,"'24.7636445', '46.7377904'","QP7Q+F64, Eastern Ring Branch Rd, Al Hamra, Riyadh 13216",Mosque,24.7636445,46.7377904
123,Sheikh Fahd bin Suleiman Mosque Aqeeli,"'24.7621594', '46.7358426'","QP6P+VC9, Nasir Ar Rajihi, Al Mughrizat, Riyadh 12482",Mosque,24.7621594,46.7358426
124,Alhudaithi Grand Mosque,"'24.7601363', '46.7375984'","6938 عبدالرحمن الدباغ، 4537, Al Mughrizat, Riyadh 12482",Mosque,24.7601363,46.7375984
125,Al Juaid Mosque,"'24.7676132', '46.7378424'","2775 6873 المروج, Al Hamra, Riyadh 13216",Mosque,24.7676132,46.7378424
126,Al Rawdah Neighborhood Mosque,"'24.7177591', '46.7623023'","PQ97+424, Khalil Al Jabrati, Ar Rawdah, Riyadh 13211",Mosque,24.7177591,46.7623023
127,Khalid Bin Al Waleed Mosque,"'24.7427729', '46.7613109'","PQV6+4J4, Ar Rawdah, Riyadh 11461",Mosque,24.7427729,46.7613109
128,جامع طيبة بحي الروضة,"'24.7300239', '46.7810789'","PQJJ+2G5، كعب بن الحارث، الروضة, Ar Rawdah, Riyadh 13211",Mosque,24.7300239,46.7810789
129,Al Rawda Mosque,"'24.7201235', '46.7669921'","PQC8+2WR, Abi Al Fath Adh Dhahir, Ar Rawdah, Riyadh 13211",Mosque,24.7201235,46.7669921
130,جامع حي الاندلس,"'24.7386288', '46.7894059'","6937 Sulaiman Al Warnidi, Al Andalus, Riyadh 13212",Mosque,24.7386288,46.7894059
131,Al Andalus Mosque,"'24.7426227', '46.7731609'","4477 Rahmat Ibn Jabir, Ar Rawdah, 7735، Riyadh 13213",Mosque,24.7426227,46.7731609
132,Alluhaidan Mosque,"'24.7433834', '46.7880326'","3386 Abi Muhammad An Nusaj, Al Andalus, 7465، الاندلس، الرياض 13212",Mosque,24.7433834,46.7880326
133,Alturki Mosque,"'24.7364402', '46.7885677'","PQPQ+HGH, Saad Ibn Ar Rabi, Al Andalus, Riyadh 13212",Mosque,24.7364402,46.7885677
134,Hamza bin Abdulmutalib Mosque,"'24.7525923', '46.7882887'","QQ3Q+2CP حي, Az Zaimi, An Nahdah, Riyadh 13212",Mosque,24.7525923,46.7882887
135,مسجد النهضة,"'24.7451658', '46.7988504'","7663 Abd Al Rahman Al Naser, 4396, Al Andalus, Riyadh 13212",Mosque,24.7451658,46.7988504
136,جامع الراجحي بحي النهضة,"'24.7495292', '46.811316'","4167 سلمان بن ابي القاسم، 7067, An Nahdah, Riyadh 13221",Mosque,24.7495292,46.811316
137,Alturki Mosque,"'24.7364402', '46.7885677'","PQPQ+HGH, Saad Ibn Ar Rabi, Al Andalus, Riyadh 13212",Mosque,24.7364402,46.7885677
138,Alturki Mosque,"'24.7364454', '46.7885677'","PQPQ+HGH, Saad Ibn Ar Rabi, Al Andalus, Riyadh 13212",Mosque,24.7364454,46.7885677
139,Hamza bin Abdulmutalib Mosque,"'24.7525923', '46.7882887'","QQ3Q+2CP حي, Az Zaimi, An Nahdah, Riyadh 13212",Mosque,24.7525923,46.7882887
140,مسجد ابي ذر الغفاري,"'24.7386436', '46.7894374'","As Sulayyil As Sulayyil, Al Andalus, Riyadh 13212",Mosque,24.7386436,46.7894374
141,Al Taqwa Mosque,"'24.7338738', '46.7875888'","3373 Umm As Silm Al Andalus Riyadh 13212 6404 Umm Al Selm, 6404, Al Andalus, Riyadh 13212",Mosque,24.7338738,46.7875888
142,The Mosque of Omar Ibn al-Khattab (may Allah be pleased with him),"'24.7998183', '46.8732856'","QVXF+WCG, Al Nadwa, Riyadh 14813",Mosque,24.7998183,46.8732856
143,جامع المورقي,"'24.7927969', '46.8817738'","QVVJ+4R7, Al Nadwa, Riyadh 14813",Mosque,24.7927969,46.8817738
144,Al Hudaithi Mosque,"'24.79398', '46.8746804'","QVVF+HXW, Al Nadwa, Riyadh 14813",Mosque,24.79398,46.8746804
145,مسجد النور Alnour Mosque,"'24.7838753', '46.8763755'","3526, Al Nadwa, Riyadh 14813",Mosque,24.7838753,46.8763755
146,مسجد النور Alnour Mosque,"'24.7838853', '46.8763754'","3526, Al Nadwa, Riyadh 14813",Mosque,24.7838853,46.8763754
147,جامع النهدي,"'24.7864691', '46.8753362'","QVPG+H6Q، شارع رقم 38, Al Nadwa, Riyadh 14813",Mosque,24.7864691,46.8753362
148,ABU DAWOID MOSQUE,"'24.7881383', '46.874007'","شارع رقم 38, Al Nadwa, Riyadh 14813",Mosque,24.7881383,46.874007
149,Al-Rubo Mosque,"'24.6970186', '46.7521864'","مبنى جامع الربع، 6983 Zat Al Harmal, Ar Rabwah, Riyadh 12821",Mosque,24.6970186,46.7521864
150,Al-Rubo Mosque,"'24.6970286', '46.7521863'","مبنى جامع الربع، 6983 Zat Al Harmal, Ar Rabwah, Riyadh 12821",Mosque,24.6970286,46.7521863
151,جامع المهنا -حي المنار,"'24.7257207', '46.7888497'","2637 Al Cheikh Abd Allah Ibn Hamid, Al Manar, Riyadh 14221",Mosque,24.7257207,46.7888497
152,Ad Dawah Mosque,"'24.7185827', '46.7954842'","PQ9W+C8J, Ad Duhak Ibn Amr, Al Manar, Riyadh 14222",Mosque,24.7185827,46.7954842
153,مسجد الصحابي الجليل سعيد بن عامر الجمحي,"'24.6945643', '46.7540778'","MQV3+RPH, شارع احمد الحبساني, Ar Rabwah, Riyadh 12823",Mosque,24.6945643,46.7540778
154,Al-Rubo Mosque,"'24.6970186', '46.7521864'","مبنى جامع الربع، 6983 Zat Al Harmal, Ar Rabwah, Riyadh 12821",Mosque,24.6970186,46.7521864
155,مسجد الصحابي الجليل سعيد بن عامر الجمحي,"'24.6945643', '46.7540778'","MQV3+RPH, شارع احمد الحبساني, Ar Rabwah, Riyadh 12823",Mosque,24.6945643,46.7540778
156,Jawaad Mosque,"'24.7216667', '46.812308'","PRC7+M28, Abdul Rahman Ibn Awf Rd, An Nasim Al Gharbi, Riyadh 14225",Mosque,24.7216667,46.812308
157,King Khaled Mosque,"'24.7302042', '46.8326555'","PRJM+35M, Rashed Ibn Shehab, An Nasim Al Gharbi, Riyadh 14234",Mosque,24.7302042,46.8326555
158,King Khaled Mosque,"'24.7302142', '46.8326554'","PRJM+35M, Rashed Ibn Shehab, An Nasim Al Gharbi, Riyadh 14234",Mosque,24.7302142,46.8326554
159,Al Noor Mosque,"'24.7321879', '46.838827'","2874 Esmail Bin Kathir, An Nasim Ash Sharqi, Riyadh 14243",Mosque,24.7321879,46.838827
160,Tawhid mosque,"'24.7353262', '46.8332947'","جامع التوحيد, Mahmud Ibn Abi Hamid, An Nasim Ash Sharqi, Riyadh 14243",Mosque,24.7353262,46.8332947
161,جامع عثمان بن عفان. بالنسيم الشرقي,"'24.7273606', '46.838615'","2866 المتوكل العجلي، النسيم الشرقي الرياض 14243 7541 Al Mutawakkil Al Ajli, An Nasim Ash Sharqi, Riyadh 14243",Mosque,24.7273606,46.838615
162,جامع عثمان بن عفان. بالنسيم الشرقي,"'24.7273658', '46.838615'","2866 المتوكل العجلي، النسيم الشرقي الرياض 14243 7541 Al Mutawakkil Al Ajli, An Nasim Ash Sharqi, Riyadh 14243",Mosque,24.7273658,46.838615
163,جامع الحارث بن كلدة,"'24.7525446', '46.8579357'","QV35+278, Ar Rimayah, Riyadh 14611",Mosque,24.7525446,46.8579357
164,جامع حمود الذياب,"'24.7254424', '46.8368947'","4217 Al Oumraniah, An Nasim Al Gharbi, Riyadh 14234",Mosque,24.7254424,46.8368947
165,جامع الشلوي,"'24.7256244', '46.8301148'","3543 عمير بن سعد, An Nasim Al Gharbi, Riyadh 14234",Mosque,24.7256244,46.8301148
